Carlow County Council,Cavan County Council,Clare County Council,Cork City Council,Cork County Council,Donegal County Council,Dublin City Council,Dún Laoghaire Rathdown County Council,Fingal County Council,Galway City Council,Galway County Council,Ireland,Kerry County Council,Kildare County Council,Kilkenny County Council,Laois County Council,Leitrim County Council,Limerick City & County Council,Longford County Council,Louth County Council,Mayo  County Council,Meath County Council,Monaghan County Council,Offaly County Council,Roscommon County Council,Sligo County Council,South Dublin County Council,Tipperary County Council,Waterford City & County Council,Westmeath County Council,Wexford County Council,Wicklow County Council
353.0,390.0,605.0,1717.0,1603.0,754.0,6102.0,1431.0,1824.0,737.0,847.0,29989.0,706.0,1329.0,530.0,448.0,156.0,1230.0,205.0,708.0,599.0,1091.0,330.0,411.0,314.0,327.0,1786.0,823.0,622.0,555.0,760.0,696.0
705.0,841.0,1209.0,3437.0,3545.0,1694.0,12341.0,3112.0,3976.0,1402.0,1803.0,63699.0,1591.0,2860.0,1065.0,987.0,336.0,2515.0,550.0,1570.0,1353.0,2353.0,732.0,940.0,675.0,668.0,3821.0,1744.0,1434.0,1098.0,1817.0,1525.0
338.0,425.0,627.0,1734.0,1873.0,906.0,6178.0,1601.0,2088.0,725.0,990.0,32841.0,799.0,1488.0,552.0,517.0,172.0,1265.0,287.0,801.0,696.0,1256.0,350.0,493.0,360.0,334.0,2002.0,917.0,715.0,575.0,940.0,837.0
367.0,416.0,582.0,1703.0,1672.0,788.0,6163.0,1511.0,1888.0,677.0,813.0,30858.0,792.0,1372.0,513.0,470.0,164.0,1250.0,263.0,769.0,657.0,1097.0,382.0,447.0,315.0,334.0,1819.0,827.0,719.0,523.0,877.0,688.0
739.0,907.0,1331.0,3581.0,3695.0,1723.0,12366.0,3065.0,4241.0,1464.0,1930.0,65947.0,1585.0,2990.0,1213.0,1021.0,366.0,2522.0,484.0,1676.0,1456.0,2583.0,738.0,925.0,728.0,695.0,3963.0,1775.0,1461.0,1192.0,1859.0,1673.0
390.0,457.0,708.0,1814.0,1970.0,892.0,6079.0,1555.0,2180.0,705.0,972.0,33710.0,813.0,1594.0,614.0,512.0,211.0,1317.0,252.0,880.0,737.0,1331.0,383.0,482.0,385.0,361.0,2065.0,908.0,749.0,590.0,914.0,890.0
349.0,450.0,623.0,1767.0,1725.0,831.0,6287.0,1510.0,2061.0,759.0,958.0,32237.0,772.0,1396.0,599.0,509.0,155.0,1205.0,232.0,796.0,719.0,1252.0,355.0,443.0,343.0,334.0,1898.0,867.0,712.0,602.0,945.0,783.0
746.0,996.0,1330.0,3564.0,3841.0,1863.0,12044.0,3165.0,4328.0,1354.0,1954.0,66795.0,1697.0,3013.0,1150.0,1089.0,380.0,2672.0,538.0,1655.0,1430.0,2681.0,713.0,923.0,736.0,742.0,4048.0,1814.0,1550.0,1195.0,1882.0,1702.0
384.0,530.0,688.0,1837.0,2050.0,936.0,5964.0,1649.0,2240.0,699.0,1047.0,34382.0,843.0,1551.0,572.0,530.0,217.0,1356.0,271.0,873.0,763.0,1427.0,372.0,476.0,355.0,381.0,2161.0,947.0,779.0,633.0,976.0,875.0
362.0,466.0,642.0,1727.0,1791.0,927.0,6080.0,1516.0,2088.0,655.0,907.0,32413.0,854.0,1462.0,578.0,559.0,163.0,1316.0,267.0,782.0,667.0,1254.0,341.0,447.0,381.0,361.0,1887.0,867.0,771.0,562.0,906.0,827.0
750.0,955.0,1338.0,3338.0,3933.0,1829.0,11434.0,3023.0,4596.0,1222.0,2096.0,66377.0,1674.0,3187.0,1131.0,1121.0,379.0,2623.0,549.0,1736.0,1519.0,2655.0,701.0,934.0,732.0,753.0,4079.0,1829.0,1462.0,1189.0,1830.0,1780.0
384.0,489.0,695.0,1705.0,2023.0,961.0,5700.0,1581.0,2439.0,628.0,1100.0,34489.0,919.0,1665.0,568.0,583.0,206.0,1313.0,288.0,922.0,758.0,1402.0,401.0,490.0,373.0,432.0,2184.0,945.0,776.0,607.0,1009.0,943.0
366.0,466.0,643.0,1633.0,1910.0,868.0,5734.0,1442.0,2157.0,594.0,996.0,31888.0,755.0,1522.0,563.0,538.0,173.0,1310.0,261.0,814.0,761.0,1253.0,300.0,444.0,359.0,321.0,1895.0,884.0,686.0,582.0,821.0,837.0
774.0,988.0,1455.0,3410.0,4254.0,2023.0,11048.0,3044.0,4787.0,1332.0,2233.0,69405.0,1724.0,3343.0,1230.0,1179.0,409.0,2738.0,628.0,1831.0,1634.0,2906.0,839.0,1035.0,782.0,786.0,4370.0,1963.0,1557.0,1238.0,2019.0,1846.0
414.0,513.0,741.0,1774.0,2216.0,1077.0,5545.0,1556.0,2599.0,721.0,1177.0,36284.0,907.0,1780.0,636.0,631.0,217.0,1424.0,337.0,941.0,856.0,1556.0,417.0,532.0,399.0,416.0,2330.0,1024.0,846.0,663.0,1058.0,981.0
360.0,475.0,714.0,1636.0,2038.0,946.0,5503.0,1488.0,2188.0,611.0,1056.0,33121.0,817.0,1563.0,594.0,548.0,192.0,1314.0,291.0,890.0,778.0,1350.0,422.0,503.0,383.0,370.0,2040.0,939.0,711.0,575.0,961.0,865.0
833.0,1079.0,1516.0,3467.0,4611.0,2016.0,10932.0,3054.0,5012.0,1277.0,2431.0,72635.0,1862.0,3586.0,1375.0,1353.0,443.0,2872.0,613.0,1912.0,1692.0,3156.0,850.0,1074.0,896.0,840.0,4463.0,2157.0,1745.0,1397.0,2138.0,1983.0
446.0,560.0,787.0,1780.0,2430.0,1057.0,5444.0,1548.0,2691.0,667.0,1292.0,37940.0,1002.0,1864.0,741.0,698.0,227.0,1468.0,317.0,1044.0,871.0,1652.0,444.0,528.0,476.0,441.0,2409.0,1175.0,938.0,731.0,1152.0,1060.0
387.0,519.0,729.0,1687.0,2181.0,959.0,5488.0,1506.0,2321.0,610.0,1139.0,34695.0,860.0,1722.0,634.0,655.0,216.0,1404.0,296.0,868.0,821.0,1504.0,406.0,546.0,420.0,399.0,2054.0,982.0,807.0,666.0,986.0,923.0
835.0,1151.0,1593.0,3461.0,4782.0,2112.0,10619.0,3188.0,5327.0,1332.0,2494.0,74858.0,2024.0,3748.0,1342.0,1384.0,451.0,3012.0,678.0,1980.0,1780.0,3249.0,894.0,1102.0,924.0,935.0,4843.0,2146.0,1737.0,1502.0,2131.0,2102.0
438.0,602.0,828.0,1760.0,2584.0,1107.0,5218.0,1677.0,2843.0,707.0,1301.0,39030.0,1032.0,2015.0,717.0,717.0,240.0,1593.0,347.0,1034.0,909.0,1723.0,473.0,581.0,459.0,491.0,2539.0,1135.0,905.0,780.0,1122.0,1153.0
397.0,549.0,765.0,1701.0,2198.0,1005.0,5401.0,1511.0,2484.0,625.0,1193.0,35828.0,992.0,1733.0,625.0,667.0,211.0,1419.0,331.0,946.0,871.0,1526.0,421.0,521.0,465.0,444.0,2304.0,1011.0,832.0,722.0,1009.0,949.0
908.0,1182.0,1711.0,3631.0,4966.0,2106.0,10110.0,3237.0,5336.0,1307.0,2597.0,75620.0,2070.0,3846.0,1365.0,1441.0,445.0,3023.0,620.0,1922.0,1872.0,3332.0,924.0,1161.0,949.0,938.0,4868.0,2159.0,1712.0,1438.0,2177.0,2267.0
457.0,604.0,923.0,1872.0,2611.0,1115.0,4902.0,1694.0,2808.0,657.0,1354.0,39193.0,1122.0,2009.0,708.0,737.0,234.0,1555.0,345.0,1044.0,973.0,1731.0,452.0,598.0,518.0,515.0,2541.0,1140.0,889.0,719.0,1175.0,1191.0
451.0,578.0,788.0,1759.0,2355.0,991.0,5208.0,1543.0,2528.0,650.0,1243.0,36427.0,948.0,1837.0,657.0,704.0,211.0,1468.0,275.0,878.0,899.0,1601.0,472.0,563.0,431.0,423.0,2327.0,1019.0,823.0,719.0,1002.0,1076.0
948.0,1267.0,1818.0,3465.0,5184.0,2155.0,10136.0,3445.0,5608.0,1331.0,2751.0,78415.0,2253.0,4003.0,1486.0,1538.0,483.0,3115.0,711.0,2091.0,1855.0,3457.0,956.0,1175.0,1005.0,1016.0,4929.0,2318.0,1805.0,1451.0,2306.0,2354.0
483.0,684.0,955.0,1737.0,2723.0,1119.0,5053.0,1801.0,2926.0,707.0,1485.0,40902.0,1220.0,2114.0,803.0,820.0,252.0,1594.0,378.0,1127.0,963.0,1852.0,490.0,611.0,513.0,523.0,2511.0,1194.0,954.0,794.0,1239.0,1277.0
465.0,583.0,863.0,1728.0,2461.0,1036.0,5083.0,1644.0,2682.0,624.0,1266.0,37513.0,1033.0,1889.0,683.0,718.0,231.0,1521.0,333.0,964.0,892.0,1605.0,466.0,564.0,492.0,493.0,2418.0,1124.0,851.0,657.0,1067.0,1077.0
1006.0,1297.0,1774.0,3579.0,5638.0,2358.0,9898.0,3545.0,5927.0,1391.0,2941.0,81341.0,2251.0,4331.0,1588.0,1601.0,495.0,3230.0,725.0,2093.0,1992.0,3610.0,1043.0,1249.0,979.0,1023.0,5217.0,2436.0,1828.0,1515.0,2308.0,2473.0
553.0,656.0,945.0,1858.0,3007.0,1237.0,4939.0,1878.0,3147.0,747.0,1534.0,42592.0,1229.0,2246.0,832.0,839.0,253.0,1690.0,388.0,1092.0,1033.0,1858.0,543.0,668.0,509.0,514.0,2797.0,1300.0,977.0,757.0,1230.0,1336.0
453.0,641.0,829.0,1721.0,2631.0,1121.0,4959.0,1667.0,2780.0,644.0,1407.0,38749.0,1022.0,2085.0,756.0,762.0,242.0,1540.0,337.0,1001.0,959.0,1752.0,500.0,581.0,470.0,509.0,2420.0,1136.0,851.0,758.0,1078.0,1137.0
981.0,1263.0,1906.0,3629.0,5802.0,2442.0,9770.0,3646.0,6104.0,1394.0,3095.0,83444.0,2351.0,4366.0,1586.0,1561.0,516.0,3294.0,805.0,2289.0,2069.0,3714.0,995.0,1397.0,1045.0,1029.0,5397.0,2523.0,1876.0,1504.0,2519.0,2576.0
487.0,630.0,999.0,1879.0,3058.0,1293.0,4809.0,1910.0,3131.0,687.0,1652.0,43143.0,1239.0,2276.0,776.0,814.0,271.0,1657.0,409.0,1170.0,1126.0,1927.0,518.0,706.0,556.0,538.0,2822.0,1297.0,978.0,781.0,1347.0,1400.0
494.0,633.0,907.0,1750.0,2744.0,1149.0,4961.0,1736.0,2973.0,707.0,1443.0,40301.0,1112.0,2090.0,810.0,747.0,245.0,1637.0,396.0,1119.0,943.0,1787.0,477.0,691.0,489.0,491.0,2575.0,1226.0,898.0,723.0,1172.0,1176.0
1024.0,1332.0,1983.0,3561.0,5991.0,2487.0,9839.0,3739.0,6243.0,1379.0,3183.0,85097.0,2393.0,4450.0,1670.0,1629.0,540.0,3345.0,777.0,2310.0,2069.0,3818.0,1072.0,1318.0,1100.0,1055.0,5402.0,2580.0,1999.0,1561.0,2613.0,2635.0
537.0,702.0,1057.0,1834.0,3058.0,1319.0,4926.0,1944.0,3200.0,680.0,1596.0,43696.0,1252.0,2267.0,883.0,830.0,264.0,1699.0,367.0,1210.0,1119.0,1968.0,523.0,690.0,554.0,546.0,2792.0,1333.0,1039.0,802.0,1320.0,1385.0
487.0,630.0,926.0,1727.0,2933.0,1168.0,4913.0,1795.0,3043.0,699.0,1587.0,41401.0,1141.0,2183.0,787.0,799.0,276.0,1646.0,410.0,1100.0,950.0,1850.0,549.0,628.0,546.0,509.0,2610.0,1247.0,960.0,759.0,1293.0,1250.0
1045.0,1280.0,2029.0,3435.0,6116.0,2512.0,9325.0,3690.0,6350.0,1415.0,3155.0,84981.0,2507.0,4410.0,1615.0,1635.0,538.0,3288.0,822.0,2322.0,2021.0,3899.0,976.0,1333.0,1079.0,1089.0,5428.0,2581.0,2094.0,1539.0,2709.0,2744.0
517.0,656.0,1060.0,1688.0,3210.0,1288.0,4621.0,1878.0,3281.0,723.0,1597.0,43337.0,1259.0,2218.0,824.0,822.0,289.0,1675.0,438.0,1189.0,1014.0,1996.0,490.0,708.0,541.0,548.0,2802.0,1327.0,1072.0,761.0,1407.0,1438.0
528.0,624.0,969.0,1747.0,2906.0,1224.0,4704.0,1812.0,3069.0,692.0,1558.0,41644.0,1248.0,2192.0,791.0,813.0,249.0,1613.0,384.0,1133.0,1007.0,1903.0,486.0,625.0,538.0,541.0,2626.0,1254.0,1022.0,778.0,1302.0,1306.0
950.0,1243.0,1881.0,3287.0,5909.0,2427.0,8851.0,3477.0,6013.0,1266.0,3028.0,80683.0,2387.0,4235.0,1612.0,1460.0,526.0,3152.0,744.0,2096.0,1919.0,3773.0,985.0,1236.0,1007.0,1039.0,5275.0,2485.0,1983.0,1462.0,2445.0,2530.0
463.0,611.0,989.0,1649.0,3056.0,1241.0,4393.0,1812.0,3065.0,621.0,1559.0,41408.0,1242.0,2155.0,813.0,733.0,280.0,1609.0,360.0,1125.0,1000.0,2000.0,508.0,664.0,535.0,557.0,2720.0,1250.0,975.0,789.0,1326.0,1308.0
487.0,632.0,892.0,1638.0,2853.0,1186.0,4458.0,1665.0,2948.0,645.0,1469.0,39275.0,1145.0,2080.0,799.0,727.0,246.0,1543.0,384.0,971.0,919.0,1773.0,477.0,572.0,472.0,482.0,2555.0,1235.0,1008.0,673.0,1119.0,1222.0
907.0,1216.0,1871.0,3103.0,5667.0,2426.0,8370.0,3246.0,5683.0,1213.0,3027.0,77319.0,2349.0,3988.0,1597.0,1467.0,518.0,3054.0,674.0,2109.0,1911.0,3614.0,938.0,1240.0,981.0,981.0,4623.0,2382.0,1940.0,1394.0,2315.0,2515.0
459.0,630.0,987.0,1568.0,2889.0,1245.0,4160.0,1680.0,2976.0,600.0,1578.0,39379.0,1170.0,2017.0,797.0,755.0,254.0,1551.0,340.0,1107.0,956.0,1866.0,473.0,623.0,503.0,475.0,2293.0,1210.0,1010.0,715.0,1201.0,1291.0
448.0,586.0,884.0,1535.0,2778.0,1181.0,4210.0,1566.0,2707.0,613.0,1449.0,37940.0,1179.0,1971.0,800.0,712.0,264.0,1503.0,334.0,1002.0,955.0,1748.0,465.0,617.0,478.0,506.0,2330.0,1172.0,930.0,679.0,1114.0,1224.0
945.0,1125.0,1876.0,3078.0,5719.0,2428.0,7914.0,3052.0,5650.0,1215.0,3038.0,76216.0,2264.0,3966.0,1551.0,1422.0,506.0,3059.0,756.0,2031.0,1877.0,3524.0,969.0,1219.0,951.0,1000.0,4504.0,2443.0,1919.0,1377.0,2421.0,2417.0
498.0,587.0,940.0,1583.0,2853.0,1235.0,3898.0,1609.0,2862.0,631.0,1576.0,38506.0,1117.0,2007.0,781.0,701.0,239.0,1493.0,391.0,1063.0,946.0,1805.0,477.0,596.0,470.0,508.0,2282.0,1206.0,998.0,676.0,1255.0,1223.0
447.0,538.0,936.0,1495.0,2866.0,1193.0,4016.0,1443.0,2788.0,584.0,1462.0,37710.0,1147.0,1959.0,770.0,721.0,267.0,1566.0,365.0,968.0,931.0,1719.0,492.0,623.0,481.0,492.0,2222.0,1237.0,921.0,701.0,1166.0,1194.0
949.0,1152.0,1952.0,3035.0,5624.0,2428.0,7704.0,3152.0,5452.0,1210.0,2958.0,75416.0,2273.0,3946.0,1620.0,1376.0,490.0,3023.0,667.0,2117.0,1950.0,3594.0,935.0,1241.0,1000.0,975.0,4446.0,2346.0,1799.0,1305.0,2289.0,2408.0
486.0,565.0,1050.0,1515.0,2841.0,1189.0,3846.0,1606.0,2771.0,633.0,1494.0,38127.0,1184.0,1989.0,813.0,711.0,246.0,1482.0,334.0,1062.0,976.0,1824.0,458.0,603.0,519.0,506.0,2301.0,1152.0,921.0,661.0,1152.0,1237.0
463.0,587.0,902.0,1520.0,2783.0,1239.0,3858.0,1546.0,2681.0,577.0,1464.0,37289.0,1089.0,1957.0,807.0,665.0,244.0,1541.0,333.0,1055.0,974.0,1770.0,477.0,638.0,481.0,469.0,2145.0,1194.0,878.0,644.0,1137.0,1171.0
871.0,1158.0,1795.0,2969.0,5651.0,2322.0,7408.0,3137.0,5484.0,1141.0,2896.0,74524.0,2296.0,3857.0,1540.0,1339.0,493.0,2973.0,681.0,2031.0,1864.0,3564.0,942.0,1224.0,1031.0,1023.0,4247.0,2500.0,1830.0,1454.0,2345.0,2458.0
418.0,570.0,913.0,1468.0,2850.0,1203.0,3607.0,1627.0,2769.0,572.0,1484.0,37471.0,1145.0,1924.0,802.0,655.0,249.0,1468.0,326.0,1045.0,945.0,1786.0,487.0,602.0,502.0,515.0,2142.0,1242.0,944.0,742.0,1219.0,1250.0
453.0,588.0,882.0,1501.0,2801.0,1119.0,3801.0,1510.0,2715.0,569.0,1412.0,37053.0,1151.0,1933.0,738.0,684.0,244.0,1505.0,355.0,986.0,919.0,1778.0,455.0,622.0,529.0,508.0,2105.0,1258.0,886.0,712.0,1126.0,1208.0
841.0,1161.0,1920.0,2811.0,5576.0,2354.0,7478.0,3184.0,5310.0,1038.0,2948.0,73617.0,2228.0,3879.0,1561.0,1368.0,499.0,2898.0,626.0,2062.0,1863.0,3426.0,892.0,1204.0,992.0,945.0,4243.0,2392.0,1798.0,1392.0,2313.0,2415.0
430.0,599.0,962.0,1417.0,2756.0,1203.0,3737.0,1623.0,2696.0,555.0,1484.0,37145.0,1090.0,1949.0,765.0,703.0,256.0,1448.0,319.0,1052.0,958.0,1734.0,426.0,608.0,484.0,479.0,2159.0,1225.0,913.0,736.0,1154.0,1225.0
411.0,562.0,958.0,1394.0,2820.0,1151.0,3741.0,1561.0,2614.0,483.0,1464.0,36472.0,1138.0,1930.0,796.0,665.0,243.0,1450.0,307.0,1010.0,905.0,1692.0,466.0,596.0,508.0,466.0,2084.0,1167.0,885.0,656.0,1159.0,1190.0
946.0,1093.0,1923.0,2842.0,5460.0,2397.0,7404.0,3159.0,5147.0,1018.0,2967.0,73731.0,2284.0,3914.0,1614.0,1319.0,492.0,2923.0,688.0,2084.0,1885.0,3450.0,911.0,1184.0,957.0,981.0,4193.0,2505.0,1826.0,1341.0,2413.0,2411.0
493.0,538.0,982.0,1376.0,2769.0,1210.0,3703.0,1604.0,2585.0,529.0,1504.0,37081.0,1184.0,1993.0,798.0,658.0,254.0,1449.0,322.0,1059.0,967.0,1699.0,440.0,573.0,455.0,533.0,2123.0,1263.0,917.0,657.0,1229.0,1215.0
453.0,555.0,941.0,1466.0,2691.0,1187.0,3701.0,1555.0,2562.0,489.0,1463.0,36650.0,1100.0,1921.0,816.0,661.0,238.0,1474.0,366.0,1025.0,918.0,1751.0,471.0,611.0,502.0,448.0,2070.0,1242.0,909.0,684.0,1184.0,1196.0
897.0,1160.0,1979.0,2894.0,5363.0,2389.0,7474.0,3101.0,4904.0,975.0,2826.0,72249.0,2261.0,3778.0,1503.0,1339.0,504.0,2867.0,621.0,2093.0,1893.0,3410.0,879.0,1183.0,990.0,911.0,3895.0,2305.0,1754.0,1329.0,2437.0,2335.0
454.0,556.0,1033.0,1470.0,2655.0,1204.0,3721.0,1607.0,2470.0,506.0,1434.0,36199.0,1097.0,1867.0,777.0,647.0,240.0,1371.0,312.0,1043.0,922.0,1710.0,418.0,589.0,502.0,487.0,1969.0,1174.0,885.0,656.0,1244.0,1179.0
443.0,604.0,946.0,1424.0,2708.0,1185.0,3753.0,1494.0,2434.0,469.0,1392.0,36050.0,1164.0,1911.0,726.0,692.0,264.0,1496.0,309.0,1050.0,971.0,1700.0,461.0,594.0,488.0,424.0,1926.0,1131.0,869.0,673.0,1193.0,1156.0
815.0,1117.0,1827.0,2760.0,5266.0,2301.0,7151.0,2983.0,4566.0,997.0,2845.0,69951.0,2195.0,3539.0,1432.0,1294.0,485.0,2803.0,658.0,2028.0,1888.0,3182.0,832.0,1130.0,956.0,935.0,3834.0,2351.0,1776.0,1321.0,2342.0,2342.0
436.0,580.0,911.0,1388.0,2582.0,1172.0,3584.0,1513.0,2314.0,499.0,1439.0,35025.0,1075.0,1718.0,738.0,634.0,260.0,1390.0,330.0,1003.0,933.0,1595.0,419.0,593.0,461.0,440.0,1940.0,1177.0,909.0,667.0,1160.0,1165.0
379.0,537.0,916.0,1372.0,2684.0,1129.0,3567.0,1470.0,2252.0,498.0,1406.0,34926.0,1120.0,1821.0,694.0,660.0,225.0,1413.0,328.0,1025.0,955.0,1587.0,413.0,537.0,495.0,495.0,1894.0,1174.0,867.0,654.0,1182.0,1177.0
823.0,1110.0,1895.0,2732.0,5071.0,2352.0,7116.0,2933.0,4300.0,918.0,2729.0,68770.0,2306.0,3425.0,1409.0,1268.0,506.0,2795.0,624.0,1965.0,1921.0,3104.0,856.0,1100.0,991.0,942.0,3698.0,2277.0,1707.0,1308.0,2335.0,2254.0
403.0,553.0,976.0,1392.0,2516.0,1157.0,3663.0,1524.0,2147.0,452.0,1369.0,34414.0,1158.0,1676.0,667.0,612.0,259.0,1381.0,305.0,991.0,996.0,1510.0,400.0,545.0,478.0,479.0,1843.0,1129.0,871.0,656.0,1156.0,1150.0
420.0,557.0,919.0,1340.0,2555.0,1195.0,3453.0,1409.0,2153.0,466.0,1360.0,34356.0,1148.0,1749.0,742.0,656.0,247.0,1414.0,319.0,974.0,925.0,1594.0,456.0,555.0,513.0,463.0,1855.0,1148.0,836.0,652.0,1179.0,1104.0
785.0,1044.0,1743.0,2525.0,4833.0,2284.0,6622.0,2826.0,4029.0,903.0,2592.0,64815.0,2167.0,3217.0,1419.0,1162.0,477.0,2491.0,600.0,1878.0,1848.0,2879.0,817.0,1067.0,909.0,862.0,3463.0,2200.0,1696.0,1272.0,2185.0,2020.0
385.0,491.0,870.0,1262.0,2381.0,1143.0,3291.0,1494.0,2016.0,479.0,1284.0,32204.0,1068.0,1606.0,719.0,544.0,234.0,1206.0,304.0,920.0,968.0,1415.0,385.0,521.0,441.0,424.0,1730.0,1064.0,815.0,627.0,1086.0,1031.0
400.0,553.0,873.0,1263.0,2452.0,1141.0,3331.0,1332.0,2013.0,424.0,1308.0,32611.0,1099.0,1611.0,700.0,618.0,243.0,1285.0,296.0,958.0,880.0,1464.0,432.0,546.0,468.0,438.0,1733.0,1136.0,881.0,645.0,1099.0,989.0
805.0,1053.0,1770.0,2606.0,4708.0,2309.0,6752.0,2788.0,3818.0,871.0,2607.0,64218.0,2105.0,3132.0,1330.0,1145.0,490.0,2560.0,602.0,1830.0,1789.0,2846.0,818.0,1101.0,886.0,935.0,3334.0,2253.0,1611.0,1223.0,2165.0,1976.0
382.0,515.0,920.0,1301.0,2383.0,1165.0,3363.0,1497.0,1936.0,453.0,1286.0,32168.0,1053.0,1552.0,671.0,545.0,246.0,1253.0,287.0,919.0,870.0,1399.0,414.0,522.0,441.0,448.0,1685.0,1129.0,805.0,618.0,1107.0,1003.0
423.0,538.0,850.0,1305.0,2325.0,1144.0,3389.0,1291.0,1882.0,418.0,1321.0,32050.0,1052.0,1580.0,659.0,600.0,244.0,1307.0,315.0,911.0,919.0,1447.0,404.0,579.0,445.0,487.0,1649.0,1124.0,806.0,605.0,1058.0,973.0
804.0,1053.0,1758.0,2549.0,4684.0,2208.0,6208.0,2883.0,3660.0,879.0,2540.0,62916.0,2052.0,3042.0,1377.0,1153.0,475.0,2508.0,590.0,1687.0,1841.0,2690.0,776.0,1013.0,965.0,912.0,3254.0,2248.0,1686.0,1199.0,2228.0,1994.0
392.0,511.0,891.0,1271.0,2229.0,1133.0,3133.0,1549.0,1855.0,471.0,1234.0,31563.0,1045.0,1529.0,679.0,548.0,233.0,1210.0,315.0,833.0,938.0,1335.0,402.0,519.0,474.0,461.0,1632.0,1139.0,814.0,608.0,1147.0,1033.0
412.0,542.0,867.0,1278.0,2455.0,1075.0,3075.0,1334.0,1805.0,408.0,1306.0,31353.0,1007.0,1513.0,698.0,605.0,242.0,1298.0,275.0,854.0,903.0,1355.0,374.0,494.0,491.0,451.0,1622.0,1109.0,872.0,591.0,1081.0,961.0
795.0,1038.0,1739.0,2620.0,4709.0,2198.0,6376.0,2691.0,3500.0,883.0,2448.0,61963.0,2138.0,2987.0,1353.0,1093.0,457.0,2445.0,539.0,1752.0,1858.0,2619.0,770.0,1065.0,913.0,888.0,3031.0,2183.0,1649.0,1130.0,2094.0,2002.0
418.0,488.0,911.0,1334.0,2345.0,1136.0,3208.0,1442.0,1805.0,445.0,1210.0,31279.0,1096.0,1483.0,674.0,539.0,233.0,1218.0,256.0,875.0,970.0,1267.0,363.0,530.0,452.0,473.0,1548.0,1053.0,821.0,588.0,1081.0,1017.0
377.0,550.0,828.0,1286.0,2364.0,1062.0,3168.0,1249.0,1695.0,438.0,1238.0,30684.0,1042.0,1504.0,679.0,554.0,224.0,1227.0,283.0,877.0,888.0,1352.0,407.0,535.0,461.0,415.0,1483.0,1130.0,828.0,542.0,1013.0,985.0
740.0,991.0,1648.0,2648.0,4643.0,2226.0,6439.0,2795.0,3445.0,863.0,2506.0,62655.0,2112.0,2934.0,1375.0,1054.0,476.0,2548.0,570.0,1676.0,1894.0,2716.0,798.0,1060.0,887.0,868.0,3246.0,2233.0,1664.0,1231.0,2258.0,2111.0
385.0,476.0,824.0,1366.0,2305.0,1131.0,3273.0,1500.0,1773.0,444.0,1244.0,31764.0,1085.0,1470.0,709.0,532.0,231.0,1295.0,263.0,831.0,948.0,1291.0,408.0,528.0,432.0,448.0,1755.0,1076.0,844.0,646.0,1178.0,1073.0
355.0,515.0,824.0,1282.0,2338.0,1095.0,3166.0,1295.0,1672.0,419.0,1262.0,30891.0,1027.0,1464.0,666.0,522.0,245.0,1253.0,307.0,845.0,946.0,1425.0,390.0,532.0,455.0,420.0,1491.0,1157.0,820.0,585.0,1080.0,1038.0
724.0,964.0,1689.0,2686.0,4406.0,2133.0,6309.0,2756.0,3305.0,767.0,2394.0,60435.0,2053.0,2756.0,1268.0,1070.0,471.0,2428.0,509.0,1636.0,1849.0,2440.0,773.0,1044.0,960.0,944.0,3089.0,2195.0,1628.0,1153.0,2138.0,1898.0
368.0,496.0,848.0,1369.0,2176.0,1055.0,3196.0,1478.0,1705.0,411.0,1193.0,30660.0,1013.0,1407.0,642.0,541.0,241.0,1225.0,232.0,802.0,932.0,1242.0,394.0,500.0,462.0,480.0,1644.0,1114.0,819.0,586.0,1096.0,993.0
356.0,468.0,841.0,1317.0,2230.0,1078.0,3113.0,1278.0,1600.0,356.0,1201.0,29775.0,1040.0,1349.0,626.0,529.0,230.0,1203.0,277.0,834.0,917.0,1198.0,379.0,544.0,498.0,464.0,1445.0,1081.0,809.0,567.0,1042.0,905.0
743.0,995.0,1620.0,2639.0,4275.0,1981.0,6245.0,2784.0,3262.0,775.0,2308.0,59196.0,2054.0,2581.0,1310.0,967.0,426.0,2399.0,535.0,1582.0,1786.0,2346.0,774.0,956.0,897.0,905.0,3057.0,2198.0,1655.0,1167.0,2052.0,1922.0
360.0,480.0,823.0,1354.0,2109.0,1019.0,3205.0,1499.0,1669.0,424.0,1175.0,30000.0,1023.0,1320.0,672.0,466.0,214.0,1223.0,272.0,808.0,881.0,1139.0,401.0,467.0,453.0,454.0,1587.0,1074.0,818.0,574.0,1067.0,970.0
383.0,515.0,797.0,1285.0,2166.0,962.0,3040.0,1285.0,1593.0,351.0,1133.0,29196.0,1031.0,1261.0,638.0,501.0,212.0,1176.0,263.0,774.0,905.0,1207.0,373.0,489.0,444.0,451.0,1470.0,1124.0,837.0,593.0,985.0,952.0
673.0,946.0,1540.0,2604.0,4086.0,2055.0,6026.0,2658.0,3093.0,760.0,2272.0,57518.0,2056.0,2511.0,1237.0,965.0,401.0,2390.0,528.0,1499.0,1772.0,2232.0,752.0,982.0,893.0,862.0,2982.0,2053.0,1579.0,1087.0,2050.0,1974.0
317.0,468.0,757.0,1327.0,1978.0,1092.0,3065.0,1404.0,1591.0,384.0,1111.0,29063.0,1055.0,1235.0,643.0,459.0,188.0,1206.0,259.0,727.0,927.0,1121.0,378.0,519.0,461.0,433.0,1547.0,1055.0,810.0,522.0,1035.0,989.0
